origin_question,change_question,bert_match_question,bert_sore,mixnet_match_question,mixnet_sore,smallBert_match_question,smallBert_sore,wam_match_question,wam_sore
案款执行系统审批完成后财务系统无流程,案款执行系统审批已完成后财务系统无流程,财务系统匹配案款至今未推送到执行系统,7.700319,案款发放执行系统审批完成后，财务系统无案款审批信息,0.20393805,结案时显示“请联系系统管理员检查接口是否畅通”，这时该怎么处理,0.053638224,执行系统申请案款发放后未流转到财务系统,0.34263444
案款发放申请未推送到财务系统,案款派发申请未推送到财务系统,案款发放执行系统未推送财务系统,2.2096708,案款发放申请未推送到财务系统,0.14528525,案款发放申请未推送到财务系统,0.0026180395,案款未推送到财务系统,0.11055809
案款发放申请未推送到财务系统,案款派发申请未推送到财务系统,执行系统案款支付未推送到财务系统,3.488689,案款未推送到财务系统,0.22214942,报结案子时有无文书栏选择不起怎么回事,0.034177646,案款未推送到财务系统,0.11055809
案款发放申请未推送到财务系统,案款派发申请未推送到财务系统,执行系统案款支付没有推送到财务系统,3.9344232,案款未推送到财务系统,0.22214942,执行完毕案款未发放,0.040043645,案款发放申请未推送到财务系统,0.20055592
案款在办案系统中提请支付并审签完后并未推送到财务,案款在办案系统中提请支付并审签完后并未启动时到财务,案款在办案系统中提请支付并审签完后并未推送到财务,4.284521,案款在办案系统中提请支付并审签完后并未推送到财务,0.14761,恢复案件进行放款，但显示到账登记节点超期。,0.032655768,案款在办案系统中提请支付并审签完后并未推送到财务,0.014667055
案款在办案系统中提请支付并审签完后并未推送到财务,案款在办案系统中提请支付并审签完后并未启动时到财务,案件在报结时，验证提示未对xxx被执行人的某个财产进行总对总查询,12.688338,案款提起支付审批通过后财务系统未自动生成,0.5570142,执行系统提起案款发放财务系统看不到案款支付,0.03293763,承办人调离帐号被禁用并要求解除限高,0.47788858
案款在办案系统中提请支付并审签完后并未推送到财务,案款在办案系统中提请支付并审签完后并未启动时到财务,需要把执行系统案款支付重新推送到财务系统,13.462792,案款发放执行系统审批完成后，财务系统无案款审批信息,0.5768611,指挥平台统计数据只到基层院未精确到个人,0.033772167,执行局的账号禁用，遇到调离人员原来的终本案件当事人到法院履行义务，并要求解除限高,0.47793782
财务系统审核完毕信息未推送到执行法官财务系统,财务系统审核完毕信息未推送到执行法官财政系统,财务系统审核完毕信息未推送到执行法官财务系统,2.5781345,财务系统审核完毕信息未推送到执行法官财务系统,0.068502426,财务系统审核完毕信息未推送到执行法官财务系统,0.016318701,财务系统审核完毕信息未推送到执行法官财务系统,0.03318515
财务系统审核完毕信息未推送到执行法官财务系统,财务系统审核完毕信息未推送到执行法官财政系统,财务系统匹配案款至今未推送到执行系统,6.9333186,执行系统未向财务系统推送需要审核案款,0.38121387,支付案款执行系统已审批完毕财务系统看不到,0.022495039,案款发放执行系统已审签完毕财务系统无信息,0.42836687
财务系统审核完毕信息未推送到执行法官财务系统,财务系统审核完毕信息未推送到执行法官财政系统,财务系统匹配案款至今未推送到执行系统,6.9333186,执行系统案款审批后未推送财务系统,0.4190718,限高时，点击新增提示：全国执行系统库中该案件承办人标识为空,0.026150234,执行系统已案款发放审核已完成财务系统无信息,0.49837834
财务系统支付案款确认后不推送到执行系统,财务该系统支付案款确认后不推送到执行系统,财务系统匹款后流转后执行系统不显示,7.3534727,财务系统支付案款确认后不推送到执行系统,0.004969486,财务系统支付案款确认后不推送到执行系统,0.0067211096,财务系统支付案款确认后不推送到执行系统,0.113322236
财务系统支付案款确认后不推送到执行系统,财务该系统支付案款确认后不推送到执行系统,财务系统匹配案款至今未推送到执行系统,7.611483,执行系统案款支付没有推送到财务系统,0.15768874,财务系统匹配案款至今未推送到执行系统,0.035832584,执行系统案款支付没有推送到财务系统,0.55046266
财务系统支付案款确认后不推送到执行系统,财务该系统支付案款确认后不推送到执行系统,财务系统匹配案款至今未推送到执行系统,7.611483,执行系统案款支付没有推送到财务系统怎么办,0.16449621,财务系统匹配案款至今未推送到执行系统,0.035832584,执行系统案款支付没有推送到财务系统怎么办,0.56402606
财务系统无审批流程,财政系统无审批流程,财务系统看不到审批信息,3.7880034,财务系统无审批流程,0.24897705,案款信息填写错误,0.03330947,财务系统无审批流程,0.18309002
财务系统无审批流程,财政系统无审批流程,无银行流水案款怎么匹配到账,3.8073566,财务系统没有审批信息,0.51444477,案款填错,0.037584756,财务系统无流水,0.34119633
财务系统无审批流程,财政系统无审批流程,执行通知书未自动生成,4.234727,已经审批后未推送审批数据至财务系统,0.62811977,到账登记无信息,0.038043074,财务系统无承办人,0.39429647
案款发放节点已审批财务系统没有,案款发放结点已审批财务系统没有,无法找到申请人案款发放,5.11857,案款发放节点已审批财务系统没有,0.13661057,案款发放节点已审批财务系统没有,0.0026280677,案款发放节点已审批财务系统没有,0.5788895
案款发放节点已审批财务系统没有,案款发放结点已审批财务系统没有,到账登记节点现实乱码,5.2114787,案款发放审批完成但在财务系统里没有显示,0.21715648,实质化模块正式启用了吗,0.024121992,失信惩戒系统的案件入口中显示的失信状态为未发布，失信查询中显示的失信状态为发布，怎么办？,0.63819236
案款发放节点已审批财务系统没有,案款发放结点已审批财务系统没有,案款匹配后执行系统没信息,5.3298526,执行系统案款发放审批完财务系统看不到,0.3100081,执恢案件只能绑定一个执行案件,0.025192607,诉讼费财务系统推送为案款怎么处理,0.7474881
执行案款在执行系统审批在财务系统里找不到案子怎么回事,执行案款在执行系统审批在财政系统里找不到案子怎么回事,执行案款在执行系统审批在财务系统里找不到案子怎么回事,3.3061194,执行案款在执行系统审批在财务系统里找不到案子怎么回事,0.08985246,执行案款在执行系统审批在财务系统里找不到案子怎么回事,0.008546082,执行案款在执行系统审批在财务系统里找不到案子怎么回事,0.13754745
执行案款在执行系统审批在财务系统里找不到案子怎么回事,执行案款在执行系统审批在财政系统里找不到案子怎么回事,新增执行案款专户，维护执行案款专户信息怎么操作。,7.572925,支付案款执行系统已审批完毕财务系统看不到,0.33864993,案款发放被退回后一直挂在承办人待办事宜内,0.047372717,案子已结执行费未转怎么办,0.59403294
执行案款在执行系统审批在财务系统里找不到案子怎么回事,执行案款在执行系统审批在财政系统里找不到案子怎么回事,终结本次执行程序案件，每个月都在扣案款，必须每个月都恢复吗？,7.597298,执行系统案款发放审批完财务系统看不到,0.37761378,责令退赔案件、追缴违法所得无申请人案件无法进行终本约谈、无法终本结案,0.048015192,执行系统提起案款发放财务系统看不到案款支付,0.5994808
案款发放执行系统已审签完毕财务系统无信息,案款派发执行系统已审签完毕财务系统无信息,案款发放执行系统已审签完毕财务系统无信息,1.3847109,案款发放执行系统已审签完毕财务系统无信息,0.1029405,案款发放执行系统已审签完毕财务系统无信息,0.016257001,案款发放执行系统已审签完毕财务系统无信息,0.05562957
案款发放执行系统已审签完毕财务系统无信息,案款派发执行系统已审签完毕财务系统无信息,财务系统完成支付确认执行系统一直显示待办,5.2291927,执行系统已案款发放审核已完成财务系统无信息,0.26089287,执行系统提起案款发放财务系统看不到案款支付,0.017171144,执行系统案款支付已审签完毕推送到财务系统显示没有支付金额,0.28486326
