origin_question,change_question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bertvalue,wam_match_question,wam_sore,wam_value
哪些情况下可以拆分立案,哪些只能可以拆分立案,承办人标识不符,8.446246,0,拆分立案的情形,0.24058154,1,修改已立案件信息,0.03061608,0,立案如何授权？,0.30864182,0
什么案件可以才分立案,什么案件可以才分备案,什么案件可以才分立案,8.221233,1,案款系统没有案件信息,0.7263593,0,什么案件可以才分立案,0.023237417,1,什么案件可以才分立案,0.6044002,1
什么案件可以才分立案,什么案件可以才分备案,案款发放节点删除,12.16199,0,怎么分割案款给多个案件,0.7307597,0,以前年度案件怎么支付,0.025236022,0,总对总查控关联案件后无法扣划,1.0707834,0
什么案件可以才分立案,什么案件可以才分备案,恢复执行案件再终本，要做哪些节点。,12.741371,0,终本案件分类,0.7527362,0,过程卷中没有结案卡,0.032246754,0,总对总loadxml,1.1348773,0
退赔否需要终本约谈,退赔否必须终本约谈,退赔否需要终本约谈,1.811439,1,退赔否需要终本约谈,0.02354199,1,和解长期履行结案,0.023221254,0,退赔否需要终本约谈,0.56432503,1
退赔否需要终本约谈,退赔否必须终本约谈,为什么节点不能自动生成文书,4.5438867,0,责令退赔案件终本约谈,0.32803026,0,罚金案件否需要终本约谈,0.034903683,1,终本结案必须满三个月,0.6111739,0
退赔否需要终本约谈,退赔否必须终本约谈,怎么维护本院银行账户,4.639547,0,责令退赔无被约谈人怎么完成终本约谈节点,0.35793757,1,证券反馈时间,0.039707012,0,执恢案件否必须缴纳执行费,0.62165934,0
罚金刑案件否需要终本约谈,罚金刑案件否需要终本检举,执保立案无法生成预估执行费,4.29748,0,罚金刑案件否需要终本约谈,0.21628112,1,执恢案件只能绑定一个执行案件,0.026472816,0,罚金刑案件否需要终本约谈,0.13309963,1
罚金刑案件否需要终本约谈,罚金刑案件否需要终本检举,服刑的被指认是否需要限消,4.4219475,0,罚金案件否需要终本约谈,0.41020867,1,承办人调离屏蔽失信,0.026925048,0,罚金案件否需要终本约谈,0.2502398,1
罚金刑案件否需要终本约谈,罚金刑案件否需要终本检举,已结案件怎么屏蔽被执行人,4.5100613,0,罚金案件终本约谈,0.4848388,0,执行系统支款转不到财务系统怎么回事,0.028894847,0,罚金案件终本约谈,0.36900428,0
罚金案件否需要终本约谈,罚金刑事案件否需要终本约谈,退赔否需要终本约谈,2.9817839,1,罚金刑案件否需要终本约谈,0.17714249,1,查封里没有登记的股权信息,0.014331655,0,罚金案件否需要终本约谈,0.059139922,1
罚金案件否需要终本约谈,罚金刑事案件否需要终本约谈,上交执行费可以单独立案吗,3.3353982,0,罚金案件否需要终本约谈,0.1874739,1,实际领款人名称填写错误,0.027438646,0,罚金刑案件否需要终本约谈,0.14147203,1
罚金案件否需要终本约谈,罚金刑事案件否需要终本约谈,案款发放没有推送,3.5722878,0,罚金案件终本约谈,0.23525655,0,反映自然人没有身份，属于黑户的问题,0.027941655,0,罚金案件终本约谈,0.15348315,0
案件无申请人报结时提示需要进行终本约谈,刑事案件无申请人报结时提示需要进行终本约谈,财付通扣划提示“收款账户未在提交财付通的列表内,50.616245,0,案件无申请人报结时提示需要进行终本约谈,0.0772559,1,当事人只是履行了一部分，也要恢复执行吗,0.03728436,0,案件无申请人报结时提示需要进行终本约谈,0.09482001,1
案件无申请人报结时提示需要进行终本约谈,刑事案件无申请人报结时提示需要进行终本约谈,案款已匹配数据已转换提交审核时候被提示不明案款进行提交,53.84947,0,案件无申请人报结时提示需要进行终本约谈,0.0772559,1,案件无申请人报结时提示需要进行终本约谈,0.039465066,1,案件无申请人报结时提示需要进行终本约谈,0.09482001,1
案件无申请人报结时提示需要进行终本约谈,刑事案件无申请人报结时提示需要进行终本约谈,执行完毕案件是否需齐备“四查”（即银行、房地、股权、车辆）资料入卷,54.033714,0,终本案件应当进行终本约谈的，是通过找到申请执行人进行约谈还是其他方式,0.5479822,0,案件无申请人报结时提示需要进行终本约谈,0.039465066,1,责令退赔案件、追缴违法所得无申请人案件无法进行终本约谈、无法终本结案,0.43628976,1
责令退赔无被约谈人怎么完成终本约谈节点,责令退赔无被约谈人怎么已完成终本约谈节点,申请人经通知拒绝领款如何结案,7.3023477,0,责令退赔无被约谈人怎么完成终本约谈节点,0.023030268,1,责令退赔无被约谈人怎么完成终本约谈节点,0.023489237,1,责令退赔无被约谈人怎么完成终本约谈节点,0.03582276,1
责令退赔无被约谈人怎么完成终本约谈节点,责令退赔无被约谈人怎么已完成终本约谈节点,执行系统案款发放流程结束了没有,7.36789,0,责令退赔案件终本约谈,0.2764498,0,恢复执行案件重复终本，影响考核指标,0.032733366,0,无银行流水案款怎么匹配,0.49340105,0
责令退赔无被约谈人怎么完成终本约谈节点,责令退赔无被约谈人怎么已完成终本约谈节点,删除执行案件。,7.753533,0,退赔否需要终本约谈,0.3334306,1,恢复执行案件需要再次终本，办案标准,0.034296703,0,无银行流水案款怎么匹配到账,0.5245658,0
不能新增执行案款专户,不能新增执行案款发票,财务系统无法看到案款发放审批表,3.971553,0,没有执行案件怎么支付执行案款;,0.65892154,0,申请人下落不明发放案款,0.05953436,0,不能新增执行案款专户,0.25283086,1
不能新增执行案款专户,不能新增执行案款发票,执行通知书未自动生成,4.289343,0,执恢案件否必须缴纳执行费,0.68111634,0,没收财产案件的申请人,0.0857523,0,执行案款专户管理新增,0.40438282,1
不能新增执行案款专户,不能新增执行案款发票,怎么重新生成立案审批表,4.3911943,0,执行完毕后发案款,0.69708717,0,申请执行诉讼费的案件，怎么选择支付对象和领款类别,0.08716333,0,修改执行案款专户,0.59851617,1
执行案款专户管理新增,执行案款专户管理追加,如何取消案款匹配,5.099293,0,执行案款专户管理新增,0.13693301,1,财务系统怎么匹配案款,0.028113706,0,执行案款专户管理新增,0.11968081,1
执行案款专户管理新增,执行案款专户管理追加,终本案件人行查询,5.301956,0,不能新增执行案款专户,0.2703176,1,已分割案款怎样再次匹配,0.044231262,0,修改执行案款专户,0.27269787,1
执行案款专户管理新增,执行案款专户管理追加,转换数据后取消匹配,5.40911,0,新增执行案款专户，维护执行案款专户信息怎么操作。,0.34073925,1,执行系统怎么匹配案款,0.051380064,0,不能新增执行案款专户,0.283996,1
修改执行案款专户,修改继续执行案款专户,怎么修改执行主体信息,2.7163467,0,修改执行案款专户,0.19940346,1,证券反馈时间,0.029457996,0,修改执行案款专户,0.23172395,1
修改执行案款专户,修改继续执行案款专户,怎么追加被执行人,2.8556705,0,修改查控系统执行案款专户账号,0.4224472,1,执恢案件的结案方式,0.032640707,0,不能新增执行案款专户,0.48287615,1
修改执行案款专户,修改继续执行案款专户,案款延期,2.927005,0,新增执行案款专户，维护执行案款专户信息怎么操作。,0.4703401,1,案款暂缓发放,0.033436574,0,执行案款专户管理新增,0.5312648,1
修改联行号,改动联行号,修改执行依据文号,8.7291,0,修改联行号,0.14234543,1,同一案款到账登记两次,0.02918176,0,联行号,0.8435707,0
修改联行号,改动联行号,修改总对总系统联行号,10.467529,1,修改总对总系统联行号,0.3200247,1,执恢案件的结案方式,0.036158755,0,修改联行号,0.8445537,1
修改联行号,改动联行号,引入单号,12.569267,0,修改查控系统联行号,0.37878406,1,证券反馈时间,0.041030295,0,怎么查询银行联行号,0.92812276,0
修改查控系统联行号,修改查控该系统联行号,查控承办人信息修改,4.703359,0,修改查控系统联行号,0.014320391,1,修改查控系统联行号,0.018083064,1,修改查控系统联行号,0.16524503,1
修改查控系统联行号,修改查控该系统联行号,清除转换数据,5.0243926,0,修改总对总系统联行号,0.20579423,1,修改已立案件信息,0.02070324,0,修改总对总系统联行号,0.44635838,1
修改查控系统联行号,修改查控该系统联行号,修改查控系统账号,5.1348443,1,修改联行号,0.29467908,1,修改执行依据文号,0.02588903,0,修改联行号,0.44908887,1
修改总对总系统联行号,改动总对总系统联行号,系统文书替换变量,18.938005,0,修改总对总系统联行号,0.09865343,1,是否需要弥补决策书,0.04094049,0,修改总对总系统联行号,0.5900201,1
修改总对总系统联行号,改动总对总系统联行号,执恢的案件需要裁判文书上网吗？,20.679272,0,修改查控系统联行号,0.31097752,1,财务系统无法获取案件谢谢,0.04170039,0,修改查控系统联行号,0.8262352,1
修改总对总系统联行号,改动总对总系统联行号,已匹配案款为执行系统到账登记没有,22.438236,0,修改联行号,0.40074474,1,罚金案件否需要终本约谈,0.04228896,0,什么时候总对总能够批量查控,0.9030719,0
修改查控系统账号,修改查控系统帐号,修改查控系统账号,0.28780383,1,修改查控系统账号,0.017015792,1,修改查控系统账号,0.003085187,1,修改查控系统账号,0.052995816,1
修改查控系统账号,修改查控系统帐号,清除转换数据,2.885961,0,修改查控系统执行案款专户账号,0.4214431,1,可否添加两个法官助理,0.039859477,0,执行系统电子签章怎么设置,0.43494532,0
修改查控系统账号,修改查控系统帐号,取消转换数据,2.9382544,0,修改查控系统联行号,0.4299537,1,文书模板怎么设定,0.052837595,0,财务系统承办人变更,0.49362674,0
修改查控系统执行案款专户账号,修改查控系统继续执行案款专户账号,查控承办人信息修改,4.8130107,0,修改查控系统执行案款专户账号,0.15087846,1,已经办案款延缓发放但还无法结案,0.013577277,0,修改查控系统执行案款专户账号,0.17689092,1
修改查控系统执行案款专户账号,修改查控系统继续执行案款专户账号,执恢案件关联首次执行发放案款,4.9208155,0,修改执行案款专户,0.40011173,1,已经办案款延缓发放但还无法结案,0.013577277,0,修改查控系统账号,0.4582499,1
