question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bert_value,wam_match_question,wam_sore,wam_value
限制消费系统操作解除提示成功后实际未解除,不能提交评估,4.012142,0,在对公司进行限制消费操作时系统提示法定代表人无校验结果,0.7554437,0,点例如失信时，提示承办人标识不符,0.030205807,0,终结执行提示有未解除账户但实际已账户解除冻结,0.77611834,0
ie设置,需要查控案外人财产，但无法找到查控入口,3.726928,0,浏览器设置,0.9260473,1,一案一账号,0.099572025,0,案件在报结时，验证提示未对xxx被执行人的某个财产进行总对总查询,1.2710861,0
ie设置,案款延期发放怎么操作,3.902907,0,垃圾系统，,1.2986072,0,门户报修,0.102874875,0,设置兼容视图,1.2834353,1
设置兼容视图,绑定关联案件,6.337154,0,合格的终本和执行完毕的需要整改吗,1.3629289,0,修改结案数据,0.065575875,0,邮储冻结提示账户已超额冻结，冻结失败,0.89817894,0
设置兼容视图,清除转换数据,6.3647375,0,ie设置,1.3663292,1,需要变更承办人,0.067746796,0,收案状态，点击分期履行后，弹出的对话框不能进行填写,0.92492986,0
收案登记，无法选择案件类型,一笔金额怎么匹配多个案件,5.1660295,0,收案登记时案件类型不出现,0.20532148,1,非本案执行组织成员无法操作失信,0.007283039,0,委托案件时，无法选择受托法院,0.6131242,0
收案登记，无法选择案件类型,没有立案权限,5.186659,0,财务系统无法获取案件信息,0.6604658,0,非本案执行组织成员无法操作失信,0.007283039,0,我承办的案件时，无法查找到我承办的案件数据,0.68920463,0
系列案件复制,收案复制,6.1518917,1,收案复制,0.42591226,1,领款类别怎么选,0.03700935,0,收案复制,0.9053788,1
系列案件复制,绑定关联案件,6.1937747,0,已结案件怎么发放案款,0.61154854,0,案款匹配,0.038802177,0,标识系列案权限问题,1.0005827,0
系列案件怎么立案效率高,案款支付后恢复立案怎么结案,1.8923466,0,提高系列案件的立案效率,0.14841151,1,恢复案件怎么支付以前案件案款,0.0279845,0,提高系列案件的立案效率,0.14085922,1
系列案件怎么立案效率高,被执行人屏蔽后能否重新公开,2.4363117,0,什么案件可以才分立案,0.41307777,0,哪些情况下可以拆分立案,0.030262832,0,立案金额需要修改,0.17943476,0
提高系列案件的立案效率,案款发放申请弹出错误,2.9203832,0,系列案件怎么立案效率高,0.14841151,1,提起案款发放时，无法保存信息,0.02571011,0,系列案件怎么立案效率高,0.14085922,1
提高系列案件的立案效率,如何纠正失信,2.972376,0,什么案件可以才分立案,0.39520928,0,执行费显示待办能结案吗？,0.032921035,0,立案金额需要修改,0.2788774,0
如何修改当事人信息,无法核查当事人身份信息,1.7823946,0,修改当事人信息,0.026985638,1,怎么支付确认,0.046888724,0,修改当事人信息,0.050957236,1
如何修改当事人信息,支付宝不能划扣,2.7507513,0,查控承办人信息修改,0.59116775,0,执行系统登录网址,0.05507061,0,当事人信息有误怎么办,0.24348012,1
当事人信息有误怎么办,身份验证不一致后怎么处理,2.937735,0,承办人案件信息错误怎么修改,0.48480934,0,案款支付信息填写错误,0.048861057,0,修改当事人信息,0.23816381,1
当事人信息有误怎么办,2018年后终本结案需要具备的条件,4.1398034,0,修改当事人信息,0.5424149,1,支付对象怎么选,0.070985176,0,如何修改当事人信息,0.24348012,1
怎么修改执行主体信息,审核完成支付案款怎么撤回,2.736152,0,提交网拍时，提示xxx财产执行主体与案件执行主体不同,0.6381514,0,审判类案件怎么发放案款,0.032179914,0,执行费怎么上交,0.58425605,0
怎么修改执行主体信息,需要暂缓发放执行案款如何提存,2.8846133,0,被执行人名字错误怎样修改,0.6727228,0,终本结案怎么发放案款,0.03956919,0,验证执行主体提示失败,0.5887252,0
案件信息错了，如何退回立案庭,案件信息有误，怎么退回立案庭修改,1.2159598,1,案件信息有误，怎么退回立案庭修改,0.20103438,1,案款支付登记状态不能更改,0.14068055,0,案件信息有误，怎么退回立案庭修改,0.0805497,1
案件信息错了，如何退回立案庭,案款填错,2.720763,0,怎么将案件退回立案庭？,0.29061323,1,终结案件分期履行如何发放案款,0.14214791,0,立案卡信息有误，需要修改,0.17806774,0
怎么将案件退回立案庭？,怎么撤销转换数据,4.4105225,0,案件信息错了，如何退回立案庭,0.29061323,1,结案后如何限制消费，案件终本后怎样纳失信,0.068159744,0,立案如何授权？,0.23471922,0
怎么将案件退回立案庭？,需要取消结案,4.452531,0,案件信息有误，怎么退回立案庭修改,0.33388305,1,新立案件无法生成虚拟账号怎么办,0.078056864,0,案件信息错了，如何退回立案庭,0.2400489,1
列入失信,错误立案,3.5396776,0,如何发布失信,0.27511734,1,冻结操作,0.03119458,0,无法纳入失信,0.45075333,0
列入失信,到账登记不显示,3.7635415,0,无法纳入失信,0.28690013,0,案款补录,0.03702562,0,失信对被执行人影响,0.47805536,0
如何发布失信,如何撤销失信,3.3314264,0,如何进行失信发布,0.074870534,1,如何纠正失信,0.09384002,0,如何进行失信发布,0.09663113,1
如何发布失信,已冻结账户,3.4038086,0,列入失信,0.27511734,1,如何设置案款财务审批人,0.14087506,0,发布失信提请审批时，选错了审批人,0.7722499,0
如何操作失信屏蔽,如何操作失信屏蔽、撤销、纠正,2.7301881,1,屏蔽失信人,0.15461063,1,是否会超过执行时效,0.07964402,0,承办人变更屏蔽失信,0.227221,0
如何操作失信屏蔽,案款暂缓发放怎么操作,3.517,0,终本后屏蔽失信人,0.21202925,1,上交国库怎么支付,0.119727045,0,承办人调离屏蔽失信,0.41037175,0
如何失信撤销,自动履行信息删除,3.3481493,0,如何撤销失信,0.0669318,1,已结案件需要续冻结,0.09610058,0,如何撤销失信,4.44E-16,1
如何失信撤销,屏蔽转撤销,3.429679,0,如何撤销失信被执行人,0.25574794,0,结案方式为执行完毕案子怎么继续付款,0.10513531,0,如何撤销失信被执行人,0.2691822,0
如何撤销失信,如何退执行费,3.0409024,0,如何失信撤销,0.0669318,1,自动履行案件，如何登记案款,0.1992955,0,如何失信撤销,4.44E-16,1
如何撤销失信,如何退执行费,3.0409024,0,如何撤销失信被执行人,0.18875152,0,终结案件分期履行如何发放案款,0.2845039,0,如何撤销失信被执行人,0.2691822,0
如何纠正失信,解除冻结,2.1292598,0,如何发布失信,0.32394722,0,终本恢复执行如何限高,0.06917955,0,如何操作失信屏蔽、撤销、纠正,0.492829,1
如何纠正失信,当事人对人民法院采取限制消费不服，怎么救济,2.448748,0,如何进行失信发布,0.39095137,0,如何发布失信,0.09384002,0,如何撤销失信,0.6403135,1
终本后屏蔽失信人,终本恢复执行如何限高,7.1405125,0,屏蔽失信人,0.12899229,1,承办人调离屏蔽失信,0.028690947,0,屏蔽失信人,0.082469404,1
终本后屏蔽失信人,财务没有审批信息,8.232415,0,如何操作失信屏蔽,0.21202925,1,案件结案后，修改数据,0.030328594,0,承办人变更屏蔽失信,0.42073786,0
屏蔽失信人,删除到账登记信息,3.4028459,0,终本后屏蔽失信人,0.12899229,1,追缴诉讼费终本约谈,0.027271174,0,终本后屏蔽失信人,0.082469404,1
屏蔽失信人,关于民政信息,3.4521358,0,如何操作失信屏蔽,0.15461063,1,罚款案件终本约谈,0.03551809,0,承办人变更屏蔽失信,0.39154175,0
解除失信被执行人名单,如何撤销失信被执行人,2.7083693,0,失信被执行人名单撤销的标准是什么？,0.16816258,0,被执行人死亡无法网络查控,0.039872065,0,失信被执行人名单撤销的标准是什么？,0.2475516,0
解除失信被执行人名单,财产精细化,3.2437756,0,如何撤销失信被执行人,0.21443896,0,账号被禁用，处理失信限消,0.066365354,0,失信被执行人名单屏蔽的标准是什么？,0.31118566,0
被执行人公开和限制高消费的区别,被执行人公开和限消的区别,3.6183605,1,被执行人公开和限消的区别,0.29873243,1,结案时提示未录入财产清单,0.034205493,0,被执行人公开和失信区别,0.33505115,1
被执行人公开和限制高消费的区别,失信与限消的差别,5.6902413,0,无法将被执行人限制高消费,0.5110473,0,无法关联扣划,0.043983247,0,被执行人公开和限消的区别,0.439305,1
被执行人公开和限消的区别,被执行人公开和限制高消费的区别,3.6183605,1,被执行人公开和限制高消费的区别,0.29873243,1,执行主体验证不通过杂办,0.07376539,0,被执行人公开和限制高消费的区别,0.439305,1
被执行人公开和限消的区别,失信与限消的差别,7.159039,0,执行公开与失信限制消费差别,0.66996807,1,网络询价结果过高怎么办？,0.0744425,0,被执行人公开和失信区别,0.50038695,1
分级信用惩戒机制,扣划,2.3880048,0,联成信用惩戒分级机制,0.1147606,1,领款类别怎么选,0.028987536,0,联成信用惩戒分级机制,0.016689986,1
分级信用惩戒机制,如何绑定关联案件,2.7012851,0,失信惩戒系统的案件入口中显示的失信状态为未发布，失信查询中显示的失信状态为发布，怎么办？,0.96194375,0,无对应用户,0.03077222,0,终本案件的传统调查是否必须前往被执行人住所地（或非自然人的经营地）调查？通过电话向当地网格员（或居委会或村委会）调查能否视为传统调查,0.83709157,0
联成信用惩戒分级机制,终本结案后对财产进行续封续冻提醒,8.847517,0,分级信用惩戒机制,0.1147606,1,终本案件的监管点,0.023840882,0,分级信用惩戒机制,0.016689986,1
联成信用惩戒分级机制,执行案款专户管理新增,9.611401,0,失信惩戒系统的案件入口中显示的失信状态为未发布，失信查询中显示的失信状态为发布，怎么办？,0.90460044,0,财务系统分割案款,0.024918014,0,终本案件的传统调查是否必须前往被执行人住所地（或非自然人的经营地）调查？通过电话向当地网格员（或居委会或村委会）调查能否视为传统调查,0.7704885,0
终本案件必须所有被执行人都纳入失信限消吗,终本案件无法进行总对总查控,8.399955,0,所有被执行人全部纳入失信限制高消费才可以终本结案吗,0.2928305,0,案件提交审批流程后，找不到审批人,0.029447999,0,所有被执行人全部纳入失信限制高消费才可以终本结案吗,0.46689594,0
终本案件必须所有被执行人都纳入失信限消吗,恢复执行案件需要制作哪些文书,8.700489,0,所有被执行人全部纳入失信限制高消费才可以终本结案吗,0.2928305,0,终结执行提示有未解除账户但实际已账户解除冻结,0.036625735,0,所有被执行人全部纳入失信限制高消费才可以终本结案吗,0.46689594,0
失信对被执行人影响,银行无法冻结,3.575538,0,失信屏蔽后对被执行人影响期限,0.39383724,0,案款支付超期,0.05894017,0,失信屏蔽后对被执行人影响期限,0.29958928,0
失信对被执行人影响,银行无法冻结,3.575538,0,如何撤销失信被执行人,0.4281129,0,案款支付超期,0.05894017,0,如何撤销失信被执行人,0.310684,0
